Category,Country,Region,Producer,Wine,Vintage,Volume,Price,ArtCode
Red wine,Spain,Castilla y León,Bodegas y Viñedos Vega Sicilia,Unico - Ribera del Duero DO *,2011,0.75,980,8746
Red wine,Spain,Castilla y León,Dominio de Pingus,"Ribera del Duero DO - ""Flor De Pingus""",2022,0.75,325,8748
Red wine,Spain,Castilla y León,Dominio de Pingus,"Ribera del Duero DO - ""Pingus"" *",2017,0.75,1825,8749
Red wine,Spain,Castilla y León,Raul Perez,"""Valtuille” Cepas Centenarias - Bierzo DO",2008,0.75,150,2812
Red wine,Spain,Castilla y León,Tr3smano Lagar de Proventus,Tr3smano,2020,0.75,145,9042
Red wine,Spain,Castilla y León,Tr3smano Lagar de Proventus,Tr3smano TM - Ribera del Duero,2019,0.75,355,9043
Red wine,Spain,Castilla y León,Viñas del Jaro,Sembro - Ribera Del Duero DO,2023,0.75,65,2809
Red wine,Spain,Castilla y León,Viñas del Jaro,"""Sembro"" - Ribera Del Duero DO",2022,1.5,130,7616
Red wine,Spain,Ribera del Duero,Bodegas y Viñedos Vega Sicilia,"Unico “Reserva Especial” - Ribera del Duero DO (2008, 2009, 2010)",,0.75,1500,2807
Red wine,Portugal,Douro,Casa Ferreirinha,Quinta Leda - Douro DOC,2021,0.75,155,9046
Red wine,Portugal,Douro,Casa Ferreirinha,Barca Velha - Douro DOC,2015,0.75,1870,9047
Red wine,Portugal,Douro,Niepoort,22 Batuta - Douro DOC,2022,0.75,225,8750
Red wine,Portugal,Douro,Quinta de la Rosa,Quinta de la Rosa - Douro,2019,0.75,85,2824
Red wine,Portugal,Douro,Quinta de la Rosa,Quinta de la Rosa Reserva - Douro,2018,0.75,160,2825
Red wine,Lebanon,Bekaa Valley,Ixsir,El Ixsir,2015,0.75,160,2904
Red wine,US,California,Bond,"""Vecina"" - Napa Valley",2017,0.75,1575,9064
Red wine,US,California,Bond,"""Quella"" - Napa Valley",2020,0.75,1595,9065
Red wine,US,California,Corison Winery,Sunbasket Vineyard - Cabernet Sauvignon - Napa Valley St. Helena,2019,0.75,565,9063
Red wine,US,California,Eisele Vineyard,"""Altagracia"" - Cabernet Sauvignon Napa Valley",2019,0.75,380,9060
Red wine,US,California,Eisele Vineyard,Cabernet Sauvignon - Napa Valley,2014,0.75,970,9061
Red wine,US,California,Harlan Estate,The Mascot - Cabernet Sauvignon Napa Valley,2020,0.75,345,9055
Red wine,US,California,Harlan Estate,Harlan Estate - Napa Valley,2019,0.75,2750,9056
Red wine,US,California,Heitz Cellar,Cabernet Sauvignon - Napa Valley,2018,0.75,245,9057
Red wine,US,California,Heitz Cellar,Trailside Vineyard - Cabernet Sauvignon Napa Valley,2018,0.75,445,9058
Red wine,US,California,Heitz Cellar,Martha's Vineyard - Cabernet Sauvignon Napa Valley,2017,0.75,775,9059
Red wine,US,California,Occidental - S. & C. Kistler,"Bodega Headlands Vineyard ""Cuvee Elizabeth"" - Sonoma Coast",2022,0.75,240,9049
Red wine,US,California,Ridge Vineyards,"Geyserville - Alexander Valley, Sonoma County",2021,0.75,145,9050
Red wine,US,California,Ridge Vineyards,Monte Bello - Santa Cruz Mountains,2022,0.75,750,9051
Red wine,US,California,Shafer,TD-9 - Napa Valley,2021,0.75,205,9052
Red wine,US,California,Shafer,Relentless - Napa Valley,2019,0.75,230,9053
Red wine,US,California,Shafer,Hillside Select - Stags Leap District Napa Valley,2018,0.75,835,9054
Red wine,US,Oregon,Beaux Frères,The Beaux Frères Vineyard Pinot Noir,2022,0.75,230,9048
Red wine,Argentina,Mendoza,Achaval Ferrer,Finca Bella Vista Mendoza,2019,0.75,255,9066
Red wine,Argentina,Mendoza,Finca Ambrosía de Tupungato,Pavillon Top - Ambrosia “Vina Unica” - Malbec,2022,0.75,85,2915
Red wine,Argentina,Mendoza,Finca Ambrosía de Tupungato,“Vina Unica” - Malbec - MAGNUM,2016,1.5,150,7035
Red wine,Argentina,Mendoza,Susana Balbo,Malbec Signature - Mendoza,2022,0.75,130,1951
Red wine,Argentina,Mendoza,Terrazas de los Andes,Malbec - Mendoza,2022,0.75,85,1950
Red wine,Australia,South Australia,Coriole,Willunga 1920 Reserve Shiraz,2018,0.75,155,9068
Red wine,Australia,South Australia,Penfolds,Bin 128 - Coonawarra Shiraz,2021,0.75,140,8756
Red wine,Australia,South Australia,Penfolds,"""Grange"" bin 95 - Shiraz *",2016,0.75,1355,8755
Red wine,Australia,South Australia,Rockford,Basket Press Shiraz Barossa Valley,2019,0.75,150,9067
Red wine,Portugal,Duoro and Porto,Sogrape Vinhos,Casa Ferreirinha - Reserva Especial,2014,0.75,670,9100
Sweet wine,Germany,Mosel,Dr. Loosen,Beerenauslese - Riesling - HALF Bt.,2018,0.375,125,3815
Sweet wine,Germany,Mosel,Joh. Jos. Prüm,“Wehlener Sonnenuhr” Auslese - Riesling,2020,0.75,150,3802
Sweet wine,Switzerland,Valais,Adrian Mathier,“Gemma” - Ermitage - HALF bt.,2017,0.375,110,3806
Sweet wine,Switzerland,Valais,Marie-Thérèse Chappaz,"""Grain par Grain"" - Petite Arvine *",2026,0.75,605,9094
Sweet wine,France,Loire,Domaine Huet,Vouvray Cuvee Constance Moelleux,2018,0.5,370,9072
Sweet wine,France,Bordeaux,Château d’Yquem,Château d’Yquem - 1er Grand Cru Supérieur - Sauternes - HALF bt.,2010,0.375,750,3811
Sweet wine,France,Bordeaux,Château d’Yquem,Château d’Yquem - 1er Grand Cru Supérieur - Sauternes,2009,0.75,1500,3813
Cider,Sweden,Sweden,Brännland Cider,Brännland Iscider - Barrel Aged,2014,0.75,70,3810
Alcohol free,Switzerland,Zurich,Deux Frères,La Fête Sans,,0.75,80,9118
Alcohol free,Switzerland,Graubunden,Sparkling Rocco,Apfel Aperitivo Alkoholfrei,,0.75,30,9129
Alcohol free,Germany,Baden,Saveur Drinks,Yuzu - Elderflower - HALF bt.,,0.375,60,9116
Alcohol free,Germany,Baden,Saveur Drinks,Lapsang Tea - Blackberry - HALF bt.,,0.375,60,9117
Alcohol free,Germany,Baden,Saveur Drinks,Sparkling White Tea - Bergamotte,,0.75,90,9115
Alcohol free,Germany,Mosel,Winninger Sektmanufaktur C-Kloss,"Sparkling Tea Rosé ""Wildblumen-Lavendel""",,0.75,60,9119
Alcohol free,Germany,Rheingau,Domäne Schloss Johannisberg - Kolonne Null,Gelblack Alcohol-Free Riesling,,0.75,95,9126
Alcohol free,Denmark,Copenhagen,MURI Drinks,Passing Clouds,,0.75,90,9128
Alcohol free,France,France,French Bloom,"""Le Blanc""",,0.75,95,3074
Alcohol free,France,France,French Bloom,"“Le Rosé""",,0.75,120,3075
Alcohol free,Germany,Germany,Kolonne Null,Sauvignon Blanc Alkoholfreier Wein Bio,2024,0.75,60,9127
